0.1456223,0.9554914,0.28674394,0.13034078,0.9575853,0.29096553,0.12836191,0.9505422,0.29573742,0.1221781,0.96584857,0.20239915,0.115849994,0.950926,0.24306296,0.19410388,0.9618845,0.3069454,0.18720123,0.95380086,0.32042244,0.28065777,0.927516,0.28552645,0.27758545,0.9130391,0.24281816,0.26616326,0.89419764,0.25594392,0.2639686,0.89409196,0.26251137,0.47031963,0.96715736,0.41748014,0.47262448,0.9674973,0.3666651,0.6869031,0.9616852,0.29174533,0.7169517,0.9771199,0.19980724,0.9305066,0.9783052,0.30979398,0.934657,0.96210814,0.48135245
0.14538047,0.94433475,0.4219394,0.12421133,0.94988155,0.40518856,0.12260016,0.94022506,0.36362216,0.13166066,0.9614709,0.32458287,0.11036887,0.95058656,0.2742526,0.20348814,0.9700485,0.38553733,0.20927702,0.9485712,0.35738596,0.2934386,0.9015761,0.34090686,0.28158885,0.87975055,0.2777665,0.27369308,0.8634828,0.35490346,0.2707683,0.86032176,0.25935,0.49748978,0.9742327,0.3600354,0.50243366,0.96279573,0.43945912,0.71913767,0.95802015,0.37538844,0.71999234,0.9647298,0.34131885,0.9290848,0.97934246,0.5426199,0.94030833,0.9471024,0.55137455
0.1350657,0.9386693,0.41024736,0.11329409,0.9477592,0.47393382,0.11174321,0.9341135,0.39669672,0.1275457,0.9606524,0.33752194,0.109589845,0.9456033,0.36811203,0.19853443,0.9687373,0.3718009,0.2055082,0.94077015,0.39210302,0.28238308,0.8727238,0.31256667,0.28835255,0.87756383,0.2458854,0.27610892,0.8656669,0.28592253,0.24961975,0.87421054,0.20578943,0.49892113,0.97111285,0.42005795,0.5039222,0.95516443,0.57167965,0.70567226,0.955999,0.4068049,0.70672315,0.9635074,0.34293938,0.9441048,0.95154446,0.4893015,0.93487185,0.946614,0.5618835
0.13622674,0.92826384,0.5023485,0.11427723,0.93774605,0.5095075,0.112726614,0.9358664,0.3817084,0.13186738,0.95058465,0.30470654,0.11024955,0.9529002,0.38933125,0.19543056,0.9764098,0.3545765,0.2153539,0.9445469,0.4300791,0.27735633,0.87715185,0.3415445,0.30097046,0.87369454,0.28605172,0.2500317,0.8685159,0.277471,0.26180208,0.86214936,0.21426228,0.52140737,0.9723078,0.4630116,0.5300587,0.9505739,0.55311716,0.7240398,0.96087277,0.41183245,0.72936,0.9577811,0.39975634,0.94511735,0.9607364,0.63788325,0.92859054,0.9522804,0.5883557
0.14636117,0.92731535,0.53841823,0.118076496,0.93922544,0.5597365,0.11719009,0.93329823,0.4428943,0.14007604,0.9469078,0.34029227,0.11916153,0.9429841,0.33415195,0.20430925,0.9741667,0.36626038,0.22575736,0.93769157,0.48897648,0.31088024,0.91893476,0.40328127,0.30267963,0.8675216,0.27858767,0.26628774,0.8655702,0.34658775,0.26649058,0.86127675,0.22121516,0.5330442,0.9697035,0.4888973,0.5380025,0.9494917,0.63850766,0.734885,0.9578129,0.45310155,0.74035114,0.9601409,0.4301963,0.942096,0.96063966,0.6936028,0.93009466,0.9529075,0.6264348
0.13409077,0.91118073,0.4456201,0.11304083,0.93036896,0.5072489,0.10802512,0.91888285,0.5768552,0.12119105,0.94585854,0.3048568,0.102261506,0.9434918,0.45056307,0.1691105,0.93692327,0.31392726,0.22357136,0.9331117,0.43937948,0.30494916,0.92069787,0.38785335,0.29594684,0.8640221,0.3673356,0.23460019,0.867257,0.32119223,0.2655778,0.8567991,0.1915632,0.5342205,0.97429425,0.44223085,0.5380058,0.9369681,0.55505455,0.7442403,0.9574843,0.4785066,0.7472798,0.951749,0.44017416,0.94437766,0.96368784,0.7129156,0.9282607,0.9504128,0.6740671
0.11883709,0.90257716,0.3398064,0.10759311,0.9181835,0.6430555,0.09904494,0.9092277,0.6233485,0.099198006,0.960423,0.47102633,0.09020561,0.9386967,0.47105,0.18149494,0.9794713,0.4116871,0.19238314,0.9324464,0.3900569,0.30311996,0.91080874,0.3419363,0.28834426,0.8420743,0.29053006,0.28806737,0.86196715,0.27327153,0.28735703,0.8508038,0.21432729,0.53612876,0.9750712,0.45291093,0.54133856,0.9386015,0.57603914,0.74306226,0.9562676,0.4284099,0.7559244,0.9525011,0.42791885,0.9457132,0.9635698,0.69528747,0.92914057,0.9475297,0.69882244
0.12972748,0.90139383,0.42139792,0.113379054,0.9194423,0.5718223,0.103514686,0.90569925,0.55601746,0.102548234,0.9578975,0.46761283,0.09169196,0.92751783,0.40088397,0.18056384,0.9812701,0.3857621,0.1946941,0.9230511,0.35894772,0.30333886,0.9137234,0.33115542,0.2942691,0.8333528,0.30679956,0.28026798,0.85907507,0.23707429,0.28063,0.84674066,0.17324042,0.5450596,0.97184956,0.50990844,0.55134666,0.9173013,0.5959251,0.7439722,0.95950544,0.4154887,0.7602824,0.95276517,0.36920637,0.9310832,0.97985965,0.6131089,0.9317213,0.95085233,0.6842563
0.12858221,0.90058714,0.41677228,0.10819322,0.9199514,0.60751665,0.104176275,0.9019667,0.58017963,0.09254919,0.96370775,0.44543436,0.09288083,0.92209864,0.4054973,0.1558572,0.93592143,0.35186112,0.20672862,0.8976958,0.43105027,0.31898373,0.93598014,0.51219684,0.2928871,0.8398154,0.3902029,0.2810782,0.87966704,0.27816015,0.28809065,0.84787154,0.20532162,0.54985845,0.97224134,0.5586304,0.5576861,0.90250105,0.54015684,0.77130115,0.9552987,0.42320573,0.8030964,0.95017815,0.37766445,0.92886055,0.98095655,0.6949732,0.93123996,0.95054215,0.7506442
0.122177444,0.89409,0.42382148,0.09985095,0.9141812,0.5269277,0.0921859,0.8964408,0.44584832,0.089612864,0.95206684,0.38069135,0.08484043,0.9335872,0.2844431,0.15162076,0.9376928,0.33854717,0.19652593,0.89887476,0.44066104,0.30695945,0.92647463,0.3838319,0.28415713,0.83131695,0.4054618,0.26833886,0.87606645,0.22825755,0.24912292,0.85096806,0.15951952,0.5428897,0.9700379,0.5172325,0.5518696,0.90350443,0.542525,0.7651824,0.95472294,0.44970158,0.7748479,0.9466213,0.33922526,0.931373,0.983517,0.64602447,0.9337878,0.9512569,0.7475582
