timestamp,x,y,theta
0.0,-8.502606376703657,-3.9974023480262786,-0.0003131247927655094
0.009999999999308784,-8.502618068862164,-3.997401380257927,-0.00031323155645154817
0.019999999999527063,-8.502626527541352,-3.997400349415801,-0.000313271818923254
0.02999999999974534,-8.502629257626452,-3.997399301099764,-0.00031327405815728806
0.03999999999996362,-8.502625474773993,-3.997398250349459,-0.0003132604863252184
0.049999999999272404,-8.502620934232379,-3.9973972933585307,-0.0003133694568448111
0.05999999999949068,-8.502623203569724,-3.997396332502495,-0.0003135034185273755
0.06999999999970896,-8.502623322152656,-3.997395310919033,-0.0003135490622835007
0.07999999999992724,-8.50262138191787,-3.9973943284259965,-0.0003136439464750605
0.08999999999923602,-8.5026273056289,-3.9973933847063647,-0.0003137982135332625
0.0999999999994543,-8.502632088242326,-3.997392367613894,-0.0003138595150049993
0.10999999999967258,-8.502631825945643,-3.997391325284908,-0.00031387157229953645
0.11999999999989086,-8.502629074025192,-3.99739034669427,-0.00031396228051427217
0.12999999999919964,-8.502635182350241,-3.9973894067292663,-0.0003141232653635629
0.13999999999941792,-8.502640444608945,-3.9973883908898,-0.00031418711300732
0.1499999999996362,-8.502640755219845,-3.9973873488753973,-0.0003142003137114144
0.15999999999985448,-8.502638033590408,-3.99738635676854,-0.0003142298248235189
0.16999999999916326,-8.50264770817122,-3.997385494231158,-0.00031442596464842626
0.17999999999938154,-8.502657515988462,-3.997384511107463,-0.0003145012828935454
0.18999999999959982,-8.502662725584896,-3.9973834753294835,-0.00031452529994102434
0.1999999999998181,-8.502661767084675,-3.997382426614058,-0.00031452046714992166
0.20999999999912689,-8.502655590413386,-3.9973814054786296,-0.00031454569713589963
0.21999999999934516,-8.502658799758938,-3.9973804965954858,-0.00031474457104730617
0.22999999999956344,-8.502662818152597,-3.9973794934489666,-0.00031482157306558117
0.23999999999978172,-8.502662456665414,-3.9973784553945038,-0.0003148430467032783
0.25,-8.502659683515798,-3.997377476129616,-0.00031493408325477797
0.2599999999993088,-8.502665541500251,-3.9973765357209707,-0.00031509320300241887
0.26999999999952706,-8.502670494230946,-3.9973755201692764,-0.0003151559321427048
0.27999999999974534,-8.50267047623006,-3.9973744787023207,-0.00031516827270372587
0.2899999999999636,-8.502667385983298,-3.9973734911106673,-0.00031524513797023427
0.2999999999992724,-8.502671859144689,-3.997372548788038,-0.00031539262246738585
0.3099999999994907,-8.50267517058652,-3.9973715335406395,-0.00031545111993580354
0.31999999999970896,-8.502673429741746,-3.9973704929099765,-0.0003154616179845018
0.32999999999992724,-8.502674380768157,-3.9973695584662137,-0.0003156186738578472
0.339999999999236,-8.502679874881135,-3.9973685798704817,-0.00031572079133021324
0.3499999999994543,-8.502682119985606,-3.9973675502147237,-0.00031575575068376935
0.3599999999996726,-8.502678608399853,-3.9973665055452265,-0.00031575559333560214
0.36999999999989086,-8.502682447909724,-3.9973656021763806,-0.0003159548517758043
0.37999999999919964,-8.502688709416132,-3.9973646088540495,-0.0003160488123022651
0.3899999999994179,-8.502691111971098,-3.9973635747789604,-0.0003160752195483188
0.3999999999996362,-8.502687560652197,-3.997362528656907,-0.0003160719051725552
0.4099999999998545,-8.502689526519873,-3.997361612979837,-0.0003162459243596378
0.41999999999916326,-8.50269346084903,-3.997360619321721,-0.00031633275968478796
0.42999999999938154,-8.502693376701117,-3.9973595862817337,-0.00031635581564136
0.4399999999995998,-8.502694424389338,-3.997358601926914,-0.00031629068853219393
0.4499999999998181,-8.502706923384276,-3.9973576402223028,-0.00031612799060125356
0.4599999999991269,-8.502718244346644,-3.9973566150766278,-0.00031607667532992836
0.46999999999934516,-8.502724518985092,-3.997355569390134,-0.00031604748673309645
0.47999999999956344,-8.502724499030005,-3.9973545197731863,-0.00031602267211260353
0.4899999999997817,-8.502717795795945,-3.997353471921963,-0.00031599731543270853
0.5,-8.502715974593016,-3.9973525649471857,-0.00031618449960195595
0.5099999999993088,-8.502720638158758,-3.9973515924851672,-0.00031630504676758336
0.5199999999995271,-8.502722597786748,-3.9973505651036354,-0.00031634703755994455
0.5299999999997453,-8.502718965659541,-3.9973495213128696,-0.00031634954379412985
0.5399999999999636,-8.502720761735693,-3.9973486045334465,-0.00031652328769469915
0.5499999999992724,-8.502724494520235,-3.9973476110389807,-0.0003166099076956038
0.5599999999994907,-8.502724195966529,-3.997346578434559,-0.00031663255566991407
0.569999999999709,-8.502723645257436,-3.9973456206808167,-0.0003167487428479923
0.5799999999999272,-8.502729355443211,-3.9973446576770484,-0.0003168777172809172
0.589999999999236,-8.502732686991324,-3.997343635720499,-0.000316919736108308
0.5999999999994543,-8.50273055396097,-3.997342593250916,-0.00031692386867139067
0.6099999999996726,-8.502731748315135,-3.9973416668593535,-0.0003170888153388578
0.6199999999998909,-8.502737951341507,-3.997340690328115,-0.0003171948201100097
0.6299999999991996,-8.502741028657255,-3.9973396618835912,-0.0003172304635135791
0.6399999999994179,-8.502738390211729,-3.9973386180891226,-0.0003172299061726968
0.6499999999996362,-8.502739170194692,-3.9973376933058336,-0.00031739623387342975
0.6599999999998545,-8.502745095711518,-3.997336717397339,-0.0003175031504309919
0.6699999999991633,-8.502747936522162,-3.997335689310585,-0.0003175391264015788
0.6799999999993815,-8.502745073194628,-3.9973346457745342,-0.0003175386187587858
0.6899999999995998,-8.502746192325324,-3.9973337264007336,-0.0003177133518833784
0.6999999999998181,-8.502752799880414,-3.9973327509755077,-0.0003178242782761232
0.7099999999991269,-8.50275641041637,-3.997331722883792,-0.00031786153089663304
0.7199999999993452,-8.50275434633753,-3.997330679194743,-0.00031786138624018216
0.7299999999995634,-8.502752884476218,-3.997329736738161,-0.00031799414752681633
0.7399999999997817,-8.502759300407158,-3.9973287789924523,-0.00031813495754670146
0.75,-8.50276375862384,-3.9973277583315387,-0.00031818256086097254
0.7599999999993088,-8.502762884853754,-3.9973267163065063,-0.0003181882031271533
0.7699999999995271,-8.502759585048807,-3.997325742582331,-0.0003182776606153747
0.7799999999997453,-8.502765508487284,-3.997324806299246,-0.00031843960253728233
0.7899999999999636,-8.502770691094314,-3.9973237932858736,-0.0003185022478761088
0.7999999999992724,-8.502770954415503,-3.9973227538782856,-0.00031851334040544155
0.8099999999994907,-8.502766478065567,-3.9973217391365248,-0.0003185474324694312
0.819999999999709,-8.502771761021094,-3.9973208316669058,-0.00031874688277671573
0.8299999999999272,-8.502777841511989,-3.997319829714992,-0.00031882296507243095
0.839999999999236,-8.502779539456196,-3.997318793130636,-0.0003188421372105648
0.8499999999994543,-8.502775116002924,-3.997317748024373,-0.0003188337061539573
0.8599999999996726,-8.502777700577944,-3.997316845411541,-0.00031902623996319073
0.8699999999998909,-8.502782717912888,-3.9973158545440177,-0.00031911750997556747
0.8799999999991996,-8.502783876182937,-3.9973148229697792,-0.00031914163373253314
0.8899999999994179,-8.502780310348006,-3.997313802161563,-0.000319169920902646
0.8999999999996362,-8.502784953257006,-3.997312888756377,-0.00031935600996914776
0.9099999999998545,-8.502789924764434,-3.9973118864352855,-0.00031942490538451406
0.9199999999991633,-8.502790367374942,-3.9973108503230597,-0.0003194413083445029
0.9299999999993815,-8.502787695354941,-3.9973098628050296,-0.0003195135977648706
0.9399999999995998,-8.502792171581575,-3.997308921350907,-0.0003196548877866508
0.9499999999998181,-8.502795364316073,-3.997307908175678,-0.0003197093081873977
0.9599999999991269,-8.502793466905802,-3.997306870000912,-0.0003197164805396222
0.9699999999993452,-8.502794996631973,-3.997305944718637,-0.0003198818346171304
0.9799999999995634,-8.502801516822847,-3.9973049690276916,-0.00031998670361094953
0.9899999999997817,-8.502804902690436,-3.9973039416344323,-0.0003200208823098016
1.0,-8.502802571191951,-3.997302899037845,-0.0003200187058726702
1.0099999999993088,-8.502802738215939,-3.9973019671299324,-0.0003201696091541324
1.019999999999527,-8.502807489367832,-3.9973009918219127,-0.0003202682653128756
1.0299999999997453,-8.502809011135119,-3.997299965283211,-0.00032030034636251417
1.0399999999999636,-8.502805942690523,-3.997298944726546,-0.0003203280631542608
1.0499999999992724,-8.502810716471588,-3.9972980298497185,-0.00032051063016559845
1.0599999999994907,-8.502815685673307,-3.99729702766592,-0.00032057722081783445
1.069999999999709,-8.502816084370163,-3.997295992024251,-0.00032059232893525677
1.0799999999999272,-8.50281353932784,-3.9972950080284058,-0.0003206676938530468
1.089999999999236,-8.502818532937878,-3.997294067997764,-0.0003208120759207122
1.0999999999994543,-8.502822337985418,-3.997293055394002,-0.0003208671839791896
1.1099999999996726,-8.502821083298288,-3.9972920175936704,-0.00032087424452617054
1.1199999999998909,-8.502823957955007,-3.9972911247894993,-0.00032099495599363463
1.1299999999991996,-8.50283485566495,-3.9972902118597826,-0.0003211290833492805
1.139999999999418,-8.502843278887928,-3.997289205632489,-0.00032117482702665086
1.1499999999996362,-8.502846219437084,-3.9972881661135737,-0.00032118065148185806
1.1599999999998545,-8.50284271607637,-3.9972871202230538,-0.0003211655071901619
1.1699999999991633,-8.502839506088076,-3.9972861786676654,-0.0003212906519565652
1.1799999999993815,-8.502844222066555,-3.997285223420749,-0.00032142946879348366
1.1899999999995998,-8.502847036406823,-3.997284205295674,-0.0003214751000158396
