Timestamp,CI,II,PI,ADI,Robot_X,Robot_Y,Robot_Theta
1742112751.7201123,9.560603852953995e-12,0.0,0.00014470958463218622,3.0920226152073975e-06,-0.1748933617514723,0.5606577056174973,0.0511252039143018
1742112751.819996,9.665069978138634e-12,0.0,0.0001451300042545112,3.108869565957799e-06,-0.1748933617514723,0.5606577056174973,0.051127230472224235
1742112751.919527,9.665069978138634e-12,0.0,0.0001451300042545112,3.108869565957799e-06,-0.1748933617514723,0.5606577056174973,0.051136111564295754
1742112752.0245652,1.1201606680732258e-11,0.0,0.00015097138322929456,3.3468801413752864e-06,-0.1748933617514723,0.5606577056174973,0.05112472707714357
1742112752.1210449,9.447370821762312e-12,0.0,0.00014425138452292023,3.0736575641672108e-06,-0.17489336174654113,0.5606577055210713,0.05113235647167484
1742112752.21921,1.361679971608422e-11,0.0,0.000159073608596987,3.690094811259491e-06,-0.17489336174654113,0.5606577055210713,0.051130329913752465
1742112752.3192153,1.361679971608422e-11,0.0,0.000159073608596987,3.690094811259491e-06,-0.17489336174654113,0.5606577055210713,0.05114356214489253
1742112752.4246352,7.953371379506027e-12,0.0,0.0001377713727006763,2.8201722251497385e-06,-0.17489336174654113,0.5606577055210713,0.05114952260937019
1742112752.519266,6.557409578808778e-12,0.0,0.0001308432320742561,2.560743950263044e-06,-0.17489336174654113,0.5606577055210713,0.051131402797358394
1742112752.6191933,7.404489226891128e-12,0.0,0.0001351607838953996,2.72111911295539e-06,-0.17489336174654113,0.5606577055210713,0.05114177400554943
1742112752.719178,9.136914378686608e-12,0.0,0.00014297245739520553,3.0227329320809356e-06,-0.17489336174654113,0.5606577055210713,0.05112961465801518
1742112752.819292,1.1228323816024588e-11,0.0,0.0001510681458980417,3.3508691135322773e-06,-0.17489336174654113,0.5606577055210713,0.05113652879680907
1742112752.9216394,7.921519964059756e-12,0.0,0.00013762346142725932,2.814519490794078e-06,-0.17489336174654113,0.5606577055210713,0.05114588672603884
1742112753.020693,7.921519964059756e-12,0.0,0.00013762346142725932,2.814519490794078e-06,-0.17489336174654113,0.5606577055210713,0.05114022428478519
1742112753.119182,9.509924383990912e-12,0.0,0.00014450778468478242,3.083816528912009e-06,-0.17489336174654113,0.5606577055210713,0.05113897258724487
