Timestamp,CI,II,PI,ADI,Robot_X,Robot_Y,Robot_Theta
1742115601.8535044,1.395625590906223e-14,0.0,2.541671880465282e-05,1.1813659851655722e-07,-0.009735760904334256,0.9029713114509121,0.11338473357225574
1742115601.9524648,2.8800987419169686e-14,0.0,3.078423071424862e-05,1.6970853667146413e-07,-0.009735760904334256,0.9029713114509121,0.11338199175859638
1742115602.052704,2.884424514420792e-14,0.0,3.079684276830277e-05,1.6983593596235136e-07,-0.009735760904334256,0.9029713114509121,0.11337364710832762
1742115602.1523743,6.953466710862997e-14,0.0,3.885997331627114e-05,2.636942682513785e-07,-0.009735760904334256,0.9029713114509121,0.11338401831651852
1742115602.252551,8.615695905991238e-14,0.0,4.116040770975892e-05,2.9352505695410804e-07,-0.009735760904334256,0.9029713114509121,0.11337293185259044
1742115602.352566,8.615695905991238e-14,0.0,4.116040770975892e-05,2.9352505695410804e-07,-0.009735760904334256,0.9029713114509121,0.11337829627062009
1742115602.4525213,8.615695905991238e-14,0.0,4.116040770975892e-05,2.9352505695410804e-07,-0.009735760904334256,0.9029713114509121,0.11337829627062009
1742115602.5525587,8.615695905991238e-14,0.0,4.116040770975892e-05,2.9352505695410804e-07,-0.009735760904334256,0.9029713114509121,0.11337829627062009
1742115602.6606479,1.601105625066166e-14,0.0,2.6386386040722732e-05,1.2653480252745352e-07,-0.009735760904334256,0.9029713114509121,0.11338866747881081
1742115602.7599633,9.30643459641237e-15,0.0,2.283735877643122e-05,9.646986366950235e-08,-0.009735760904334256,0.9029713114509121,0.11337984599138422
1742115602.8562148,2.2290294232456583e-14,0.0,2.8767940264855838e-05,1.4929934438053164e-07,-0.009735760904334256,0.9029713114509121,0.11337686575914556
1742115602.9527576,2.2290294232456583e-14,0.0,2.8767940264855838e-05,1.4929934438053164e-07,-0.009735760904334256,0.9029713114509121,0.1133892635252587
1742115603.0526013,5.3399862731303264e-14,0.0,3.623947653611453e-05,2.3108410315576288e-07,-0.009735760904334256,0.9029713114509121,0.11337924994493641
1742115603.1536934,5.1160421624289014e-14,0.0,3.5831597025188574e-05,2.2618669639103228e-07,-0.009735760904334256,0.9029713114509121,0.11338819064165288
1742115603.2526326,8.712015552610592e-14,0.0,4.1279112430361464e-05,2.9516123648966153e-07,-0.009735760904334256,0.9029713114509121,0.11337603129411847
1742115603.3525314,1.233494208908761e-13,0.0,4.525947500959934e-05,3.512113621323719e-07,-0.009735760904334256,0.9029713114509121,0.11337853468919919
1742115603.4527798,1.233494208908761e-13,0.0,4.525947500959934e-05,3.512113621323719e-07,-0.009735760904334256,0.9029713114509121,0.11339283980394535
1742115603.552595,6.026871341053492e-14,0.0,3.744400833685456e-05,2.4549687046994086e-07,-0.009735760904334256,0.9029713114509121,0.11338938273454835
1742115603.6533868,5.198823749138471e-14,0.0,3.597784229952842e-05,2.2800929255489723e-07,-0.009735760904334256,0.9029713114509121,0.1133962968733423
1742115603.7526436,5.839158137843333e-15,0.0,2.019495476162997e-05,7.641438436474728e-08,-0.009735760904334256,0.9029713114509121,0.11338890589739019
1742115603.854447,3.066434822986959e-14,0.0,3.131128039639196e-05,1.7511238742553192e-07,-0.009735760904334256,0.9029713114509121,0.11339343585039319
1742115603.9525669,4.2570552389004166e-14,0.0,3.413954986682221e-05,2.0632632500241982e-07,-0.009735760904334256,0.9029713114509121,0.11339272059465572
1742115604.0526025,3.743323507969024e-14,0.0,3.298601947392705e-05,1.934767042299673e-07,-0.009735760904334256,0.9029713114509121,0.11337054766679931
1742115604.1526303,4.320574573332196e-14,0.0,3.427953965698877e-05,2.07859918534868e-07,-0.009735760904334256,0.9029713114509121,0.11338282622362315
1742115604.2577903,6.836047982563149e-14,0.0,3.868756902720823e-05,2.614583711140867e-07,-0.009735760904334256,0.9029713114509121,0.11337829627062009
1742115604.3654912,6.836047982563149e-14,0.0,3.868756902720823e-05,2.614583711140867e-07,-0.009735760904334256,0.9029713114509121,0.11338842906023211
1742115604.452633,5.0472800789143197e-14,0.0,3.569840409619654e-05,2.2466152494172916e-07,-0.009735760904334256,0.9029713114509121,0.11338211096788564
1742115604.5530207,2.8351400429402557e-14,0.0,3.06526395994453e-05,1.6837874102570834e-07,-0.009735760904334256,0.9029713114509121,0.113393197431814
1742115604.652905,5.381285720329314e-14,0.0,3.63098312040531e-05,2.319759841089011e-07,-0.009735760904334256,0.9029713114509121,0.11338723696733645
1742115604.7530663,1.53193100028326e-14,0.0,2.6058935151402807e-05,1.2377120021569073e-07,-0.009735760904334256,0.9029713114509121,0.1134040454771631
1742115604.8586988,1.53193100028326e-14,0.0,2.6058935151402807e-05,1.2377120021569073e-07,-0.009735760904334256,0.9029713114509121,0.11339510478044688
1742115604.9569273,1.1642038235091455e-14,0.0,2.4250790130568276e-05,1.07898277257292e-07,-0.009735760904334256,0.9029713114509121,0.11339224375749768
1742115605.0529583,7.679832345955553e-14,0.0,3.993632026048897e-05,2.771251043473967e-07,-0.009735760904334256,0.9029713114509121,0.11338652171159919
1742115605.1523755,8.711970415534027e-14,0.0,4.1271737907507455e-05,2.9516047187138776e-07,-0.009735760904334256,0.9029713114509121,0.1133860448744408
1742115605.2529407,3.2299596869965205e-14,0.0,3.173549087159265e-05,1.7972088601485697e-07,-0.009735760904334256,0.9029713114509121,0.11338115729356919
1742115605.3526015,3.2299596869965205e-14,0.0,3.173549087159265e-05,1.7972088601485697e-07,-0.009735760904334256,0.9029713114509121,0.11338592566515135
1742115605.4539301,2.671513891921798e-14,0.0,3.0192938857009716e-05,1.634476641595651e-07,-0.009735760904334256,0.9029713114509121,0.11338175334001693
1742115605.562032,5.1485459259090434e-14,0.0,3.5885838082707636e-05,2.2690407501649333e-07,-0.009735760904334256,0.9029713114509121,0.11337781943346185
1742115605.6526754,6.178582259075864e-14,0.0,3.7684126091643386e-05,2.485675413056955e-07,-0.009735760904334256,0.9029713114509121,0.11338985957170652
1742115605.752359,4.5706112557610503e-14,0.0,3.481663392769804e-05,2.1378987945553106e-07,-0.009735760904334256,0.9029713114509121,0.11340511836076904
1742115605.852985,4.5706112557610503e-14,0.0,3.481663392769804e-05,2.1378987945553106e-07,-0.009735760904334256,0.9029713114509121,0.11339152850176025
1742115605.95282,1.0076902711305196e-13,0.0,4.287226713070806e-05,3.174413758681309e-07,-0.009735760904334256,0.9029713114509121,0.11339248217607675
1742115606.0539687,5.014110767992303e-14,0.0,3.563537546492213e-05,2.2392210181204316e-07,-0.009735760904334256,0.9029713114509121,0.11338723696733645
1742115606.152627,6.923594129606429e-14,0.0,3.881509945058689e-05,2.6312723404479494e-07,-0.009735760904334256,0.9029713114509121,0.1134020189192406
1742115606.2526112,6.923594129606429e-14,0.0,3.881509945058689e-05,2.6312723404479494e-07,-0.009735760904334256,0.9029713114509121,0.11340082682634522
1742115606.3535335,6.402035423686161e-14,0.0,3.803478148808677e-05,2.5302243820827754e-07,-0.009735760904334256,0.9029713114509121,0.1133914092924706
1742115606.4524422,2.1053161558960576e-14,0.0,2.8337364568824643e-05,1.4509707632809345e-07,-0.009735760904334256,0.9029713114509121,0.11340464152361093
1742115606.5565794,2.0687335414201255e-14,0.0,2.820624656879234e-05,1.438309264873214e-07,-0.009735760904334256,0.9029713114509121,0.1133967737105004
