Timestamp,Group Index,Interaction Area,Centroid X,Centroid Y,Group Radius,Person Index,Person X,Person Y,Runtime
1739494507,0,0.11855880171060562,0.05572380547358327,-0.0006103981479127496,0.973953366279602,0,1.0264996323959281,0.07799945973577913,0.04500000178813934
1739494507,0,0.11855880171060562,0.05572380547358327,-0.0006103981479127496,0.973953366279602,1,0.5673219478348728,0.7968331096452385,0.04500000178813934
1739494507,0,0.11855880171060562,0.05572380547358327,-0.0006103981479127496,0.973953366279602,2,-0.41854565511347896,0.8226384159480367,0.04500000178813934
1739494507,0,0.11855880171060562,0.05572380547358327,-0.0006103981479127496,0.973953366279602,3,-1.042758853110313,0.034190640147872965,0.04500000178813934
1739494507,0,0.11855880171060562,0.05572380547358327,-0.0006103981479127496,0.973953366279602,4,-0.40910713739778615,-0.7669026355760267,0.04500000178813934
1739494507,0,0.11855880171060562,0.05572380547358327,-0.0006103981479127496,0.973953366279602,5,0.4772658837725195,-0.807694463845047,0.04500000178813934
1739494507,0,0.04534948244690895,0.029005766633811797,0.10722709827952877,0.9863264560699463,0,1.0081014033922326,-0.011985304151117912,0.05900000035762787
1739494507,0,0.04534948244690895,0.029005766633811797,0.10722709827952877,0.9863264560699463,1,0.38659596170449173,0.7937412299042778,0.05900000035762787
1739494507,0,0.04534948244690895,0.029005766633811797,0.10722709827952877,0.9863264560699463,2,-0.5638902859390863,0.9405125227795792,0.05900000035762787
1739494507,0,0.04534948244690895,0.029005766633811797,0.10722709827952877,0.9863264560699463,3,-0.9958887792575607,0.021293108920504074,0.05900000035762787
1739494507,0,0.04534948244690895,0.029005766633811797,0.10722709827952877,0.9863264560699463,4,-0.5334290484430967,-0.9340940477110418,0.05900000035762787
1739494507,0,0.04534948244690895,0.029005766633811797,0.10722709827952877,0.9863264560699463,5,0.47149436849969517,-0.7846805338656344,0.05900000035762787
1739494508,0,0.18275192379951477,0.1722916590524607,-0.17375400233186108,0.8350683450698853,0,0.9809816690619629,0.03447565620820464,0.054999999701976776
1739494508,0,0.18275192379951477,0.1722916590524607,-0.17375400233186108,0.8350683450698853,1,0.4868574367032,0.9470342694762404,0.054999999701976776
1739494508,0,0.18275192379951477,0.1722916590524607,-0.17375400233186108,0.8350683450698853,2,-0.5797688455590941,0.780413631410481,0.054999999701976776
1739494508,0,0.18275192379951477,0.1722916590524607,-0.17375400233186108,0.8350683450698853,3,-0.9510750914490861,0.07070278689544991,0.054999999701976776
1739494508,0,0.18275192379951477,0.1722916590524607,-0.17375400233186108,0.8350683450698853,4,-0.5964299356988028,-0.866366714802906,0.054999999701976776
1739494508,0,0.18275192379951477,0.1722916590524607,-0.17375400233186108,0.8350683450698853,5,0.46920547418414116,-0.9267334034362084,0.054999999701976776
1739494508,0,0.13862453401088715,-0.014778022257847134,-0.011451281041262133,1.10255765914917,0,1.0835224885777264,0.08534431905380133,0.05400000140070915
1739494508,0,0.13862453401088715,-0.014778022257847134,-0.011451281041262133,1.10255765914917,1,0.5980197736003539,0.8474337818274166,0.05400000140070915
1739494508,0,0.13862453401088715,-0.014778022257847134,-0.011451281041262133,1.10255765914917,2,-0.43536822193260516,0.8941031129548312,0.05400000140070915
1739494508,0,0.13862453401088715,-0.014778022257847134,-0.011451281041262133,1.10255765914917,3,-0.9322333715610344,-0.031361525532394297,0.05400000140070915
1739494508,0,0.13862453401088715,-0.014778022257847134,-0.011451281041262133,1.10255765914917,4,-0.6088699655214003,-0.9150339322578664,0.05400000140070915
1739494508,0,0.13862453401088715,-0.014778022257847134,-0.011451281041262133,1.10255765914917,5,0.49247158025162524,-0.8889235356087262,0.05400000140070915
1739494508,0,0.12730461359024048,0.13348247362334,-0.032277202105610456,0.8726115226745605,0,1.0055793158084845,-0.0023113897168241804,0.06499999761581421
1739494508,0,0.12730461359024048,0.13348247362334,-0.032277202105610456,0.8726115226745605,1,0.5858812585641987,0.9225297780947045,0.06499999761581421
1739494508,0,0.12730461359024048,0.13348247362334,-0.032277202105610456,0.8726115226745605,2,-0.4367488099098378,0.9034881454522445,0.06499999761581421
1739494508,0,0.12730461359024048,0.13348247362334,-0.032277202105610456,0.8726115226745605,3,-0.8964352301599917,0.0968554049453919,0.06499999761581421
1739494508,0,0.12730461359024048,0.13348247362334,-0.032277202105610456,0.8726115226745605,4,-0.525384036936279,-0.7959590060621364,0.06499999761581421
1739494508,0,0.12730461359024048,0.13348247362334,-0.032277202105610456,0.8726115226745605,5,0.561278194595615,-0.9155887863900513,0.06499999761581421
1739494508,0,0.045900627970695496,-0.012282253537753855,-0.036887066190268554,0.9966261386871338,0,0.9841143827910499,-0.05827368749374171,0.061000000685453415
