Timestamp,Group Index,Interaction Area,Centroid X,Centroid Y,Group Radius,Person Index,Person X,Person Y,Person Orientation,Runtime
1739521781,0,0.0,0.29369231770373344,0.9126654373164577,1.1874535083770752,0,2.261117696762085,-0.41753047704696655,145.93698225432396,0.12688517570495605
1739521781,0,0.0,0.29369231770373344,0.9126654373164577,1.1874535083770752,1,2.6962945461273193,0.04317600280046463,160.10506951328878,0.12688517570495605
1739521781,0,0.0,0.4982879216452856,0.8565977026019579,1.0871855020523071,0,2.260118007659912,-0.4177037179470062,144.12243077976694,0.008999999612569809
1739521781,0,0.0,0.4982879216452856,0.8565977026019579,1.0871855020523071,1,2.6938822269439697,0.044919274747371674,159.71139943720203,0.008999999612569809
1739521781,0,0.0,-0.08622386403444803,1.1579633409737595,1.4098961353302002,0,2.2537648677825928,-0.41546645760536194,146.08275326226877,0.10249161720275879
1739521781,0,0.0,-0.08622386403444803,1.1579633409737595,1.4098961353302002,1,2.697294235229492,0.04178991913795471,158.1495220499933,0.10249161720275879
1739521781,0,0.0,0.39760165320415586,1.0666596934832648,0.923774778842926,0,2.191235303878784,0.6235823631286621,104.85735545715923,0.10819792747497559
1739521781,0,0.0,0.39760165320415586,1.0666596934832648,0.923774778842926,1,2.696117639541626,0.03644965589046478,155.85776247781104,0.10819792747497559
1739521781,0,0.0,0.39760165320415586,1.0666596934832648,0.923774778842926,2,2.2542941570281982,-0.41469788551330566,141.41546944779944,0.10819792747497559
1739521782,0,0.0,-0.1440712637428921,1.200296077295039,1.5370795726776123,0,2.7005884647369385,0.03480643779039383,157.72052615824816,0.11019778251647949
1739521782,0,0.0,-0.1440712637428921,1.200296077295039,1.5370795726776123,1,2.264059066772461,-0.41395753622055054,146.16467656910802,0.11019778251647949
1739521782,0,0.0,-0.11922928815590272,1.2172984285389172,1.4403234720230103,0,2.258235454559326,-0.4092894494533539,145.6212725901696,0.10401320457458496
1739521782,0,0.0,-0.11922928815590272,1.2172984285389172,1.4403234720230103,1,2.6914706230163574,0.03982338309288025,157.269926686719,0.10401320457458496
1739521782,0,0.0,0.6418851658801964,0.8307427726141441,1.0228774547576904,0,2.268235445022583,-0.41026416420936584,142.65410455967347,0.009999999776482582
1739521782,0,0.0,0.6418851658801964,0.8307427726141441,1.0228774547576904,1,2.691941261291504,0.040724217891693115,158.92511528341822,0.009999999776482582
1739521783,0,0.0,-0.05641324290455634,1.2074400370172895,1.4144662618637085,0,2.2656471729278564,-0.4083862006664276,145.16753256949156,0.007000000216066837
1739521783,0,0.0,-0.05641324290455634,1.2074400370172895,1.4144662618637085,1,2.6935882568359375,0.04127689450979233,157.02018569456087,0.007000000216066837
1739521783,0,0.0,-0.04062774712145933,1.1126148717948412,1.3817473649978638,0,2.267176628112793,-0.40756356716156006,146.62662416529963,0.009999999776482582
1739521783,0,0.0,-0.04062774712145933,1.1126148717948412,1.3817473649978638,1,2.6864705085754395,0.0408455990254879,158.5448155094397,0.009999999776482582
1739521783,0,0.0,0.08825814505147109,1.06393607946818,1.3160475492477417,0,2.2697651386260986,-0.40880024433135986,145.97669684569172,0.00800000037997961
1739521783,0,0.0,0.08825814505147109,1.06393607946818,1.3160475492477417,1,2.687059164047241,0.04156219959259033,158.52521767447345,0.00800000037997961
1739521783,0,0.0,-0.17984098928307085,1.1783274513235567,1.4570285081863403,0,2.265000343322754,-0.4073834717273712,147.03277521503588,0.00800000037997961
